label,x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40,x41
C,0.6383863687515259,0.7068889737129211,0.7128926515579224,0.714844286441803,0.7586132287979126,0.6880254745483398,0.8016711473464966,0.6777635812759399,0.8444339036941528,0.6746538877487183,0.6949037909507751,0.494049072265625,0.757646381855011,0.4470502436161041,0.8113974928855896,0.43962714076042175,0.8507682085037231,0.4443616569042206,0.6890762448310852,0.4769926965236664,0.7652508616447449,0.4200854003429413,0.8238092660903931,0.4245288074016571,0.8671005964279175,0.4469389021396637,0.6961954236030579,0.47523364424705505,0.7712920308113098,0.41061609983444214,0.8308459520339966,0.41432708501815796,0.8715048432350159,0.4360175132751465,0.7182016372680664,0.489874005317688,0.7825286984443665,0.43786633014678955,0.8304156064987183,0.4336271286010742,0.866843044757843,0.44320404529571533
C,0.921122670173645,0.7172430753707886,0.8418604731559753,0.7011411190032959,0.7865162491798401,0.6711266040802002,0.7432449460029602,0.6628555059432983,0.7031831741333008,0.6401697993278503,0.8425791263580322,0.5270446538925171,0.7997506856918335,0.4662870466709137,0.7606592178344727,0.4544021487236023,0.7289994955062866,0.45795613527297974,0.8568627238273621,0.512356698513031,0.8006945252418518,0.4385383427143097,0.7486357688903809,0.4312579035758972,0.7151968479156494,0.4487762749195099,0.8616304397583008,0.5108158588409424,0.8039243221282959,0.43542027473449707,0.752047598361969,0.43020832538604736,0.716023325920105,0.44609335064888,0.8550525903701782,0.5207492113113403,0.8047444224357605,0.4570007920265198,0.7622054219245911,0.4446450471878052,0.7274922132492065,0.4472254514694214
C,0.911662757396698,0.7239128947257996,0.8417471051216125,0.7135741114616394,0.7822632789611816,0.6822664737701416,0.7338993549346924,0.6717078685760498,0.6948111057281494,0.648945152759552,0.8148766756057739,0.5358265042304993,0.7878555059432983,0.4621157646179199,0.7586855292320251,0.4432957172393799,0.7295618653297424,0.44498518109321594,0.8372364044189453,0.5258691310882568,0.8075855374336243,0.44378459453582764,0.771789014339447,0.4286269247531891,0.7392697334289551,0.4411208927631378,0.8611829280853271,0.5241314172744751,0.8346745371818542,0.43964719772338867,0.7957743406295776,0.42242640256881714,0.7605878114700317,0.4311116933822632,0.8859443664550781,0.5329102873802185,0.8614033460617065,0.4680480360984802,0.829718291759491,0.44418632984161377,0.7990931272506714,0.4397934675216675
D,0.8595675826072693,0.8855973482131958,0.8149757385253906,0.8583027720451355,0.7864601016044617,0.821320652961731,0.7960464954376221,0.789529025554657,0.8282714486122131,0.763346254825592,0.7946816682815552,0.6769358515739441,0.7842376232147217,0.575735867023468,0.7830284833908081,0.5185980796813965,0.7844751477241516,0.465957909822464,0.838097095489502,0.6783156394958496,0.8431017398834229,0.6232766509056091,0.851041853427887,0.6870023608207703,0.8531971573829651,0.7381815910339355,0.8780370950698853,0.6934218406677246,0.8851490020751953,0.63860023021698,0.8874713182449341,0.6969395279884338,0.8839937448501587,0.7464603185653687,0.912595272064209,0.7177632451057434,0.9216858148574829,0.6628595590591431,0.9196551442146301,0.6907077431678772,0.9141375422477722,0.7229325771331787
D,0.865719735622406,0.8870311379432678,0.8199872374534607,0.8592156767845154,0.7934975624084473,0.819348156452179,0.8066519498825073,0.7869609594345093,0.8381439447402954,0.7601287961006165,0.7999733686447144,0.6785992980003357,0.7799854278564453,0.5779916644096375,0.7721887826919556,0.5199488401412964,0.768337070941925,0.4680609703063965,0.8443436622619629,0.678066611289978,0.8494390845298767,0.6224266290664673,0.8585494160652161,0.6867978572845459,0.8606739640235901,0.7391074299812317,0.8847430348396301,0.6934598684310913,0.8934047818183899,0.6388027667999268,0.895656406879425,0.6993898749351501,0.8915336728096008,0.7504544258117676,0.9194328784942627,0.7189218997955322,0.9322540760040283,0.6635498404502869,0.92995685338974,0.6922247409820557,0.9230079650878906,0.7256056666374207
D,0.12360718846321106,0.7373182773590088,0.1864648163318634,0.7220185995101929,0.24705033004283905,0.6576233506202698,0.2823224365711212,0.5889334678649902,0.2488672435283661,0.5536186695098877,0.21817810833454132,0.5235554575920105,0.23861274123191833,0.4490148723125458,0.23694249987602234,0.46826040744781494,0.22921527922153473,0.5027674436569214,0.17866015434265137,0.4997510015964508,0.19153986871242523,0.3934556841850281,0.19574370980262756,0.32780909538269043,0.19872765243053436,0.2690882980823517,0.13924817740917206,0.5025757551193237,0.1476692110300064,0.40841126441955566,0.15297581255435944,0.34594348073005676,0.15858322381973267,0.2902888059616089,0.096462182700634,0.5238875150680542,0.10071875154972076,0.453823983669281,0.10368060320615768,0.40780845284461975,0.1087239682674408,0.36360859870910645
D,0.17025035619735718,0.7560106515884399,0.2328958958387375,0.7164358496665955,0.27956441044807434,0.6391265392303467,0.299532026052475,0.56197190284729,0.2644202411174774,0.5224795937538147,0.23568907380104065,0.5167539119720459,0.2563917636871338,0.434067040681839,0.2600845992565155,0.4540674388408661,0.2553999722003937,0.490058571100235,0.19614334404468536,0.499349981546402,0.21059200167655945,0.3920259475708008,0.21749575436115265,0.3241480588912964,0.22304144501686096,0.26329097151756287,0.15715129673480988,0.5056812763214111,0.1609189212322235,0.4085168242454529,0.16538754105567932,0.34064239263534546,0.1710459142923355,0.2839631140232086,0.115663543343544,0.5307796597480774,0.11786923557519913,0.4544350802898407,0.12063317000865936,0.40337249636650085,0.1256822794675827,0.3570250868797302
D,0.8160147666931152,0.8332797884941101,0.7682310342788696,0.800695538520813,0.7318106293678284,0.7469713091850281,0.7173303961753845,0.6908510327339172,0.7458330392837524,0.6456016302108765,0.7576354742050171,0.6373921036720276,0.7495203018188477,0.5662983059883118,0.745736300945282,0.5912929773330688,0.748973548412323,0.6266734600067139,0.7898794412612915,0.6216608285903931,0.7914999127388,0.5242617726325989,0.7935096025466919,0.4658166170120239,0.7967984080314636,0.4123735725879669,0.8217822313308716,0.6295996308326721,0.8211055397987366,0.5410953760147095,0.8202056884765625,0.48425212502479553,0.8189591765403748,0.4321702718734741,0.8550524115562439,0.6541197299957275,0.8535193204879761,0.585822582244873,0.8517799377441406,0.5416064262390137,0.8491761684417725,0.49962118268013
D,0.8182782530784607,0.8335166573524475,0.7716034650802612,0.7968828082084656,0.7374436855316162,0.7407788634300232,0.7235771417617798,0.6807584166526794,0.7515577077865601,0.6357957720756531,0.7629227638244629,0.6333346366882324,0.7561253905296326,0.5607690215110779,0.7527487874031067,0.5844014883041382,0.7554481029510498,0.6197624206542969,0.7963933944702148,0.6174460649490356,0.7962313890457153,0.5224926471710205,0.7951037287712097,0.465873658657074,0.7948020696640015,0.4146775007247925,0.8307196497917175,0.6266016960144043,0.8334600925445557,0.5395048260688782,0.8339576125144958,0.4840039610862732,0.8327682018280029,0.4324527978897095,0.8657634258270264,0.6526380181312561,0.8752958178520203,0.5882503986358643,0.8813061118125916,0.5454505681991577,0.8853728175163269,0.5034693479537964
E,0.8479829430580139,0.8216227293014526,0.7912163138389587,0.7895858883857727,0.7528076767921448,0.7246024012565613,0.7726887464523315,0.6685763597488403,0.8127548694610596,0.6559303998947144,0.7677577137947083,0.6502236127853394,0.760034441947937,0.5707821846008301,0.773352861404419,0.5988786220550537,0.783664345741272,0.6418596506118774,0.804008424282074,0.6410676836967468,0.8033398389816284,0.5567987561225891,0.8151975870132446,0.5999911427497864,0.8179078102111816,0.6475141644477844,0.8362084031105042,0.6434531211853027,0.8373276591300964,0.5647205114364624,0.8415564298629761,0.5991579294204712,0.840820848941803,0.6491145491600037,0.8682626485824585,0.6543066501617432,0.868021547794342,0.59587562084198,0.8658654093742371,0.6093174815177917,0.8620535135269165,0.6417631506919861
E,0.8799022436141968,0.8242062926292419,0.8214895725250244,0.7863196134567261,0.7803252935409546,0.7150280475616455,0.7992792725563049,0.6567685604095459,0.8457733392715454,0.6560705900192261,0.8151860237121582,0.6294387578964233,0.8079124093055725,0.5495938658714294,0.8125918507575989,0.583784282207489,0.8205199241638184,0.6285383105278015,0.8531952500343323,0.6239795088768005,0.855372965335846,0.5375191569328308,0.8533322811126709,0.5851895809173584,0.8535475134849548,0.6367072463035583,0.8874890208244324,0.6314396858215332,0.8921907544136047,0.550498366355896,0.8842732906341553,0.5907683968544006,0.8811069130897522,0.6414684057235718,0.921188473701477,0.6495799422264099,0.9245644211769104,0.5860919952392578,0.912778377532959,0.5995108485221863,0.9063078165054321,0.6324135661125183
E,0.8280193209648132,0.8236129879951477,0.7709584832191467,0.7938835620880127,0.7300829291343689,0.7291471362113953,0.7467973828315735,0.6724182367324829,0.7877542972564697,0.6642114520072937,0.7498083710670471,0.6512032151222229,0.7423421144485474,0.5745881199836731,0.7535788416862488,0.6042256951332092,0.7637067437171936,0.6459181308746338,0.7851376533508301,0.642234742641449,0.7827714681625366,0.5578961968421936,0.7920727729797363,0.5984575152397156,0.7973695993423462,0.6461563110351562,0.817183256149292,0.6448309421539307,0.8167753219604492,0.5655544400215149,0.8192473649978638,0.5973669290542603,0.8213899731636047,0.6452230215072632,0.8492241501808167,0.6566618084907532,0.8474435210227966,0.595288097858429,0.8432295322418213,0.6066157817840576,0.8413591980934143,0.6393247246742249
E,0.11480963230133057,0.6144461631774902,0.19080892205238342,0.5955389738082886,0.2460147738456726,0.5457526445388794,0.26169824600219727,0.47161856293678284,0.22156818211078644,0.4506857693195343,0.22809159755706787,0.44396016001701355,0.24777010083198547,0.36720743775367737,0.23659318685531616,0.41457420587539673,0.22140884399414062,0.4585597813129425,0.19057931005954742,0.42777639627456665,0.20707136392593384,0.35203123092651367,0.19667132198810577,0.41523948311805725,0.18488533794879913,0.4576496183872223,0.15289893746376038,0.42232435941696167,0.16828469932079315,0.3442428708076477,0.16398511826992035,0.39967864751815796,0.15469145774841309,0.4461827576160431,0.11298106610774994,0.42708760499954224,0.12595173716545105,0.36774951219558716,0.1301741749048233,0.3990168273448944,0.12825822830200195,0.4326325058937073
E,0.1093730628490448,0.6433404088020325,0.1821536123752594,0.6015839576721191,0.22861532866954803,0.5336723327636719,0.23621568083763123,0.45760536193847656,0.19721050560474396,0.44475460052490234,0.18320438265800476,0.44321367144584656,0.1888764500617981,0.3617662191390991,0.18437328934669495,0.40477514266967773,0.17699535191059113,0.4522201418876648,0.14303019642829895,0.4383097290992737,0.14458762109279633,0.358217716217041,0.1454869657754898,0.41176921129226685,0.14489561319351196,0.4581565260887146,0.10473141819238663,0.4453844726085663,0.10516142100095749,0.36805588006973267,0.11151565611362457,0.4120180010795593,0.11351514607667923,0.458051472902298,0.06646040827035904,0.4642297625541687,0.06840929388999939,0.39994773268699646,0.07840712368488312,0.41998201608657837,0.08468124270439148,0.4511498510837555
E,0.11644996702671051,0.6335253715515137,0.18889985978603363,0.594906747341156,0.23157158493995667,0.522145688533783,0.2271537184715271,0.4485510587692261,0.18307900428771973,0.45454832911491394,0.19498230516910553,0.41807684302330017,0.20380274951457977,0.33431464433670044,0.2001078724861145,0.38097503781318665,0.19329139590263367,0.42691874504089355,0.15658393502235413,0.41181305050849915,0.16303469240665436,0.32327407598495483,0.16050991415977478,0.3789212703704834,0.157364159822464,0.4243439733982086,0.11956223845481873,0.41713380813598633,0.12499917298555374,0.333764910697937,0.12727221846580505,0.37871497869491577,0.12476874887943268,0.4266830384731293,0.08170872926712036,0.4346213638782501,0.0875234305858612,0.3619532585144043,0.09437593817710876,0.383776992559433,0.09657304733991623,0.4215044677257538
E,0.11446042358875275,0.6322479844093323,0.18863627314567566,0.5983200073242188,0.23803985118865967,0.5327149629592896,0.24716812372207642,0.4501248002052307,0.2027909755706787,0.44522857666015625,0.19854967296123505,0.4310314953327179,0.20907175540924072,0.35221368074417114,0.2016323208808899,0.3936171233654022,0.19246388971805573,0.4375622570514679,0.15977799892425537,0.4191879630088806,0.16660697758197784,0.338344544172287,0.16147147119045258,0.39060094952583313,0.15815366804599762,0.43607190251350403,0.12242624908685684,0.42007043957710266,0.1267094612121582,0.3450096547603607,0.1273539960384369,0.3860795199871063,0.12767158448696136,0.43312540650367737,0.08445227891206741,0.4346742630004883,0.08676642179489136,0.37095123529434204,0.09137880802154541,0.3890097141265869,0.09566237032413483,0.4222683310508728
E,0.8217452168464661,0.8101425170898438,0.7661095261573792,0.7888867855072021,0.718847930431366,0.7171671390533447,0.7129111289978027,0.6444219946861267,0.7506464719772339,0.6278113722801208,0.7495870590209961,0.6338016390800476,0.7437427639961243,0.5540807843208313,0.7488637566566467,0.5751481056213379,0.7561697363853455,0.6177552938461304,0.7847382426261902,0.6257634162902832,0.7866305708885193,0.5370233654975891,0.7897340655326843,0.569829523563385,0.7931075096130371,0.6171102523803711,0.8162007331848145,0.6300526261329651,0.8191169500350952,0.5531566739082336,0.8175285458564758,0.579145610332489,0.8177819848060608,0.6252503991127014,0.8490448594093323,0.6415817737579346,0.8484655618667603,0.5786500573158264,0.8436962962150574,0.5840021967887878,0.8410974740982056,0.6137632727622986
F,0.845871090888977,0.8614238500595093,0.7948996424674988,0.8268899917602539,0.754859447479248,0.771588921546936,0.7332503795623779,0.7082167267799377,0.7633097767829895,0.6647993922233582,0.7829151153564453,0.6646159887313843,0.7715969681739807,0.5933659672737122,0.7712326049804688,0.6074510216712952,0.7800374627113342,0.6373998522758484,0.816120445728302,0.6459370851516724,0.8080211281776428,0.5464444160461426,0.803207516670227,0.4864755868911743,0.8004909157752991,0.43270111083984375,0.8531590104103088,0.6509276628494263,0.8497415781021118,0.5616251230239868,0.8478307127952576,0.5042037963867188,0.8445194959640503,0.4538649022579193,0.8919278979301453,0.6736722588539124,0.9033346176147461,0.608288049697876,0.9119858741760254,0.5662795305252075,0.9186739921569824,0.5270761847496033
F,0.8495098948478699,0.8549051284790039,0.7981420159339905,0.8175770044326782,0.7622190713882446,0.7611314654350281,0.7484678030014038,0.6985248923301697,0.7795076966285706,0.653601348400116,0.790245532989502,0.6649643778800964,0.7822844386100769,0.6007095575332642,0.7787775993347168,0.6098124384880066,0.7829717993736267,0.6327312588691711,0.821505069732666,0.646521270275116,0.8169921636581421,0.5477955341339111,0.8124443888664246,0.48910006880760193,0.8096518516540527,0.4332878291606903,0.8545359969139099,0.6515634655952454,0.8517858386039734,0.5619019269943237,0.8480218648910522,0.5049004554748535,0.8431486487388611,0.45377117395401,0.8885701894760132,0.6733139157295227,0.8862012028694153,0.6055446267127991,0.8826708197593689,0.5608100891113281,0.8775209188461304,0.5190011858940125
F,0.8483590483665466,0.8579452037811279,0.8003162741661072,0.8223385810852051,0.7622709274291992,0.7662473320960999,0.7443667054176331,0.7033247947692871,0.7762664556503296,0.659697949886322,0.7895950078964233,0.6611570715904236,0.7791407704353333,0.5946832895278931,0.7791360020637512,0.6137595772743225,0.7863863110542297,0.6454282999038696,0.8216354250907898,0.6424181461334229,0.8144271373748779,0.546772837638855,0.8109093904495239,0.4891834259033203,0.8086844682693481,0.4373680353164673,0.8577701449394226,0.6487869620323181,0.8550734519958496,0.5634877681732178,0.8547682762145996,0.5085511803627014,0.8526625633239746,0.45935726165771484,0.8959808349609375,0.6732532978057861,0.9089429378509521,0.6114749908447266,0.9191160798072815,0.571681797504425,0.9272825121879578,0.5340051651000977
F,0.1305680125951767,0.7525074481964111,0.19375821948051453,0.7126602530479431,0.2430344521999359,0.6332746148109436,0.2694624364376068,0.5583286881446838,0.24406620860099792,0.5190640091896057,0.19628700613975525,0.5104615688323975,0.21197918057441711,0.42658382654190063,0.21590223908424377,0.441786527633667,0.2132658213376999,0.48589903116226196,0.15123030543327332,0.49463528394699097,0.1603049784898758,0.3861447870731354,0.16280536353588104,0.31655871868133545,0.16468341648578644,0.2539002001285553,0.10879132151603699,0.5016487240791321,0.11196711659431458,0.4071352481842041,0.11229589581489563,0.34351956844329834,0.1146634891629219,0.2898823022842407,0.06423145532608032,0.5305157899856567,0.055740609765052795,0.460684597492218,0.048524051904678345,0.4130474030971527,0.04417213052511215,0.3696778416633606
F,0.13191992044448853,0.7620324492454529,0.20214101672172546,0.7341573238372803,0.2570897042751312,0.6325266361236572,0.28114694356918335,0.550480306148529,0.23998114466667175,0.5468210577964783,0.20332291722297668,0.5138435959815979,0.21925881505012512,0.4392138123512268,0.22229290008544922,0.4899219572544098,0.2149079144001007,0.5466994047164917,0.1567799597978592,0.49378564953804016,0.16272732615470886,0.38668274879455566,0.1653221845626831,0.3162841796875,0.16454678773880005,0.24770885705947876,0.11252991855144501,0.503014326095581,0.10838329792022705,0.41069090366363525,0.10820391774177551,0.3497363030910492,0.10839797556400299,0.2935471534729004,0.06925896555185318,0.5335550308227539,0.052099213004112244,0.46698901057243347,0.03860713541507721,0.42175301909446716,0.02785983681678772,0.37629470229148865
F,0.1312379688024521,0.7551722526550293,0.20013898611068726,0.7216488718986511,0.2546154856681824,0.6413770914077759,0.2809438109397888,0.562225341796875,0.24171894788742065,0.5355916023254395,0.20079176127910614,0.5151281356811523,0.22478428483009338,0.4330436587333679,0.22885727882385254,0.4592622220516205,0.2229117751121521,0.5014883279800415,0.15577483177185059,0.4976353645324707,0.16521570086479187,0.3846431374549866,0.16814778745174408,0.31337833404541016,0.16827768087387085,0.25123119354248047,0.11309531331062317,0.5072643160820007,0.11754235625267029,0.4095155894756317,0.12028604745864868,0.34650468826293945,0.1232493668794632,0.2928985357284546,0.06933176517486572,0.537467896938324,0.06684410572052002,0.46333426237106323,0.06457323580980301,0.41474902629852295,0.06415072828531265,0.3694747984409332
G,0.848331868648529,0.7123726010322571,0.782993733882904,0.7035496234893799,0.7239028811454773,0.6521273255348206,0.6850108504295349,0.6100040674209595,0.6453373432159424,0.58585524559021,0.745468020439148,0.5322028398513794,0.6867281794548035,0.5366554856300354,0.6493232250213623,0.5360913276672363,0.6174498796463013,0.5296670794487,0.777973473072052,0.5100964903831482,0.7157878875732422,0.5531808733940125,0.7388032674789429,0.6141545176506042,0.7630394101142883,0.6234535574913025,0.8107590079307556,0.5158621668815613,0.7508251667022705,0.5756254196166992,0.7710673213005066,0.6297702193260193,0.7931538224220276,0.6316720843315125,0.8376151323318481,0.5409967303276062,0.7885786294937134,0.5966823697090149,0.7991036176681519,0.6377180218696594,0.817434549331665,0.6396679282188416
G,0.08676691353321075,0.5864754915237427,0.17530357837677002,0.5662915110588074,0.2455873042345047,0.5121386647224426,0.29197490215301514,0.4748125672340393,0.3395111858844757,0.45002424716949463,0.2178427278995514,0.3731369078159332,0.29801279306411743,0.39271560311317444,0.3455123007297516,0.40036916732788086,0.3868499994277954,0.39968106150627136,0.18713127076625824,0.3479275703430176,0.274553120136261,0.40567946434020996,0.24124836921691895,0.47226381301879883,0.21001511812210083,0.476925253868103,0.15874505043029785,0.35196182131767273,0.24072614312171936,0.42112672328948975,0.2059761881828308,0.4872266352176666,0.1771857887506485,0.48415136337280273,0.1313267946243286,0.37474554777145386,0.19972145557403564,0.4266080856323242,0.1822701394557953,0.47406482696533203,0.15705880522727966,0.4701032042503357
G,0.632611870765686,0.7719185948371887,0.6702566146850586,0.755268931388855,0.7234824299812317,0.7204608917236328,0.7727786898612976,0.6953945159912109,0.8134735822677612,0.6761615872383118,0.721815824508667,0.6245364546775818,0.7955373525619507,0.6326643824577332,0.840393602848053,0.642924964427948,0.877808153629303,0.6452646851539612,0.7243502736091614,0.6366440057754517,0.7845363616943359,0.670830249786377,0.7597944140434265,0.7102845311164856,0.7314768433570862,0.7187520265579224,0.7272992730140686,0.6518022418022156,0.7762789130210876,0.6898406147956848,0.7473437190055847,0.7232856154441833,0.7222712635993958,0.7181061506271362,0.7254691123962402,0.668039858341217,0.755616307258606,0.7003998756408691,0.7400704026222229,0.7254336476325989,0.7190189957618713,0.7224811315536499
